2022-11-03 00:26:14.554 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found createUserId of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:26:14.557 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found updateUserId of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:26:14.557 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found updateTime of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:26:14.557 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found status of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:26:14.558 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found createTime of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:26:14.558 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found class of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:26:14.558 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found class of object class name com.sparrow.security.po.Group
2022-11-03 00:27:14.983 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found createTime of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:27:14.986 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found status of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:27:14.987 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found createUserId of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:27:14.987 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found updateUserId of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:27:14.988 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found updateTime of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:27:14.988 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found class of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:27:14.988 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found class of object class name com.sparrow.security.po.Group
2022-11-03 00:29:16.767 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found status of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:29:16.770 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found createTime of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:29:16.770 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found createUserId of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:29:16.771 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found updateUserId of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:29:16.771 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found updateTime of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:29:16.772 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found class of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:29:16.772 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found class of object class name com.sparrow.security.po.Group
2022-11-03 00:31:02.783 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found updateUserId of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:31:02.784 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found status of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:31:02.785 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found updateTime of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:31:02.785 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found createUserId of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:31:02.786 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found createTime of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:31:02.786 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found class of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:31:02.786 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found class of object class name com.sparrow.security.po.Group
2022-11-03 00:31:41.881 TRACE_ID WARN  http-nio-2222-exec-2 Generator4MethodAccessor field not found status of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:31:41.883 TRACE_ID WARN  http-nio-2222-exec-2 Generator4MethodAccessor field not found createUserId of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:31:41.884 TRACE_ID WARN  http-nio-2222-exec-2 Generator4MethodAccessor field not found updateUserId of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:31:41.886 TRACE_ID WARN  http-nio-2222-exec-2 Generator4MethodAccessor field not found updateTime of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:31:41.886 TRACE_ID WARN  http-nio-2222-exec-2 Generator4MethodAccessor field not found createTime of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:31:41.887 TRACE_ID WARN  http-nio-2222-exec-2 Generator4MethodAccessor field not found class of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:31:41.887 TRACE_ID WARN  http-nio-2222-exec-2 Generator4MethodAccessor field not found class of object class name com.sparrow.security.po.Group
2022-11-03 00:32:17.135 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found status of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:32:17.137 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found createUserId of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:32:17.138 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found updateUserId of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:32:17.138 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found updateTime of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:32:17.138 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found createTime of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:32:17.138 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found class of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:32:17.138 TRACE_ID WARN  http-nio-2222-exec-1 Generator4MethodAccessor field not found class of object class name com.sparrow.security.po.Group
2022-11-03 00:32:45.196 TRACE_ID WARN  http-nio-2222-exec-3 Generator4MethodAccessor field not found status of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:32:45.196 TRACE_ID WARN  http-nio-2222-exec-3 Generator4MethodAccessor field not found createUserId of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:32:45.197 TRACE_ID WARN  http-nio-2222-exec-3 Generator4MethodAccessor field not found updateUserId of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:32:45.197 TRACE_ID WARN  http-nio-2222-exec-3 Generator4MethodAccessor field not found updateTime of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:32:45.197 TRACE_ID WARN  http-nio-2222-exec-3 Generator4MethodAccessor field not found createTime of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:32:45.197 TRACE_ID WARN  http-nio-2222-exec-3 Generator4MethodAccessor field not found class of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:32:45.197 TRACE_ID WARN  http-nio-2222-exec-3 Generator4MethodAccessor field not found class of object class name com.sparrow.security.po.Group
2022-11-03 00:33:57.918 TRACE_ID WARN  http-nio-2222-exec-4 Generator4MethodAccessor field not found status of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:33:57.918 TRACE_ID WARN  http-nio-2222-exec-4 Generator4MethodAccessor field not found createUserId of object class name com.sparrow.security.protocol.admin.param.GroupParam
2022-11-03 00:33:57.918 TRACE_ID WARN  http-nio-2222-exec-4 Generator4MethodAccessor field not found updateUserId of object class name com.sparrow.security.protocol.admin.param.GroupParam
